"Token is not the correct length","У токена неправильная длина",module,Magento_Integration
"Specified token does not exist","Указанный токен не существует",module,Magento_Integration
"Are you sure ?","Вы уверены ?",module,Magento_Integration
"Available APIs","Достпные API",module,Magento_Integration
"Resource Access","Доступ к ресурсу",module,Magento_Integration
Custom,Другой,module,Magento_Integration
All,Все,module,Magento_Integration
Resources,Ресурсы,module,Magento_Integration
"Filterable (with results)","Фильтруемый (с результатами)",module,Magento_LayeredNavigation
"Filterable (no results)","Фильтруемый (нет результатов)",module,Magento_LayeredNavigation
No,Нет,module,Magento_LayeredNavigation
"Use in Layered Navigation","Использовать в многоуровневой навигации",module,Magento_LayeredNavigation
"Can be used only with catalog input type Dropdown, Multiple Select and Price","Может быть использовано только с типом ввода 'выпадающий список', 'множественный выбор' и 'цена'",module,Magento_LayeredNavigation
"Use in Search Results Layered Navigation","Использовать в результатах поиска (в многоуровневой навигации)",module,Magento_LayeredNavigation
Position,Позиция,module,Magento_LayeredNavigation
"Position in Layered Navigation","Позиция в многоуровневой навигации",module,Magento_LayeredNavigation
"Position of attribute in layered navigation block","Позиция атрибута в блоке многоуровневой навигации",module,Magento_LayeredNavigation
item,позиция,module,Magento_LayeredNavigation
items,позиции,module,Magento_LayeredNavigation
"Now Shopping by","Выбранные параметры",module,Magento_LayeredNavigation
Previous,Предыдущий,module,Magento_LayeredNavigation
Remove,Удалить,module,Magento_LayeredNavigation
"Remove This Item","Удалить позицию",module,Magento_LayeredNavigation
"Shop By",Фильтр,module,Magento_LayeredNavigation
"Clear All","Очистить все",module,Magento_LayeredNavigation
"Shopping Options","Доступные параметры",module,Magento_LayeredNavigation
Partners,Партнёры,module,Magento_Marketplace
"Magento Marketplace","Магазин Magento",module,Magento_Marketplace
"Platinum Partners","Платиновые партнёры",module,Magento_Marketplace
"Representing Magento\'s highest level of partner engagement, Magento Platinum Partners have established themselves as leaders and innovators of key products and services designed to help merchants and brands grow their business. Magento reserves the Platinum level for select trusted partners that are committed to offering integrations of commerce features, functions, and tools, as well as back-end systems and operations, to extend and enhance the power of the Magento commerce platform.","Представляя высший уровень партнерского взаимодействия Magento, Платиновые партнёры Magento зарекомендовали себя лидерами и новаторами ключевых продуктов и услуг, призванных помочь торговцам и брендам развивать свой бизнес. Magento резервирует Платиновый уровень для особо доверенных партнёров, которые готовы предложить интеграцию любых функций и инструментов, чтобы расширить и увеличить мощность платформы электронной коммерции Magento.",module,Magento_Marketplace
"Featured Platinum Partners","Рекомендуемые платиновые партнёры",module,Magento_Marketplace
"Partner search","Поиск партнёра",module,Magento_Marketplace
"Magento has a thriving ecosystem of technology partners to help merchants and brands deliver the best possible customer experiences. They are recognized as experts in eCommerce, search, email marketing, payments, tax, fraud, optimization and analytics, fulfillment, and more. Visit the Magento Partner Directory to see all of our trusted partners.","Magento развивает процветающую экосистему технологических партнёров, чтобы помочь торговцам и брендам доставить клиентам лучшие впечатления. Партнёры признаны в качестве экспертов электронной коммерции, поиска, электронного маркетинга, платежей, налогов, защиты от мошенничества, оптимизации и аналитики, и многих других областях. Посетите каталог партнёров Magento, в котором представлены все наши доверенные партнёры.",module,Magento_Marketplace
"More Partners","Больше партнёров",module,Magento_Marketplace
"Extensions and Themes are an essential component of the Magento Ecosystem. Please visit the Magento Marketplace to see the latest innovations that developers have created to enhance your Magento Store.","Расширения и темы являются неотъемлемой составляющей частью экосистемы Magento. Пожалуйста, посетите магазин Magento, чтобы увидеть самые последние инновации, которые разработчики создали для совершенствования вашего сайта на платформе Magento.",module,Magento_Marketplace
"Visit Magento Marketplaces","Посетить магазин Magento",module,Magento_Marketplace
"Read More",Подробнее,module,Magento_Marketplace
"Partner Page","Страница партнёра",module,Magento_Marketplace
"No partners were found","Партнёры не найдены",module,Magento_Marketplace
Synchronize,Синхронизировать,module,Magento_MediaStorage
Synchronizing...,Синхронизация...,module,Magento_MediaStorage
"File %1 does not exist","Файл %1 не существует",module,Magento_MediaStorage
"File %1 is not readable","Файл %1 не доступен для чтения",module,Magento_MediaStorage
"File System","Файловая система",module,Magento_MediaStorage
Database,"База данных",module,Magento_MediaStorage
"database ""%1""","база данных ""%1""",module,Magento_MediaStorage
"Parent directory does not exist: %1","Родительская папка не существует: %1",module,Magento_MediaStorage
"File system","Файловая система",module,Magento_MediaStorage
"Wrong file info format","Неверный информационный формат файла",module,Magento_MediaStorage
"Path ""%value%"" is protected and cannot be used.","Путь ""%value%"" защищён и не может быть использован.",module,Magento_MediaStorage
"Path ""%value%"" is not available and cannot be used.","Путь ""%value%"" недоступен и не может быть использован.",module,Magento_MediaStorage
"Path ""%value%"" may not include parent directory traversal (""../"", ""..\\).""","Path ""%value%"" may not include parent directory traversal (""../"", ""..\).""",module,Magento_MediaStorage
"Please set available and/or protected paths list(s) before validation.","Пожалуйста, укажите список доступных и/или защищённых путей перед проверкой.",module,Magento_MediaStorage
"File with an extension ""%value%"" is protected and cannot be uploaded","Файл с расширением ""%value%"" защищён и не может быть закачан",module,Magento_MediaStorage
"Unable to create directory: %1","Невозможно создать папку: %1",module,Magento_MediaStorage
"Unable to save file: %1","Невозможно создать файл: %1",module,Magento_MediaStorage
"To see product price, add this item to your cart. You can always remove it later.","Чтобы узнать цену, поместите товар в корзину. Вы в любой момент сможете удалить его из корзины.",module,Magento_Msrp
"See price before order confirmation.","Просмотрите цены перед подтверждением заказа.",module,Magento_Msrp
"On Gesture","По запросу",module,Magento_Msrp
"In Cart","В корзине",module,Magento_Msrp
"Before Order Confirmation","Перед подтверждением заказа",module,Magento_Msrp
"Use config","Использовать настройки конфигурации",module,Magento_Msrp
"Click for price","Узнать цену",module,Magento_Msrp
"What's this?","Что это?",module,Magento_Msrp
Price,Цена,module,Magento_Msrp
"Actual Price","Текущая цена",module,Magento_Msrp
"Add to Cart","Добавить в корзину",module,Magento_Msrp
"Change Billing Address","Изменить адрес плательщика",module,Magento_Multishipping
"Ship to Multiple Addresses","Доставить заказ на несколько адресов",module,Magento_Multishipping
"Billing Information - %1","Информация о плательщике - %1",module,Magento_Multishipping
"Review Order - %1","Обзор заказа - %1",module,Magento_Multishipping
Total,Итого,module,Magento_Multishipping
"Total for this address","Итого для этого адреса",module,Magento_Multishipping
"Shipping Methods","Методы доставки",module,Magento_Multishipping
"Edit Address","Изменить адрес",module,Magento_Multishipping
"Edit Billing Address","Изменить адрес плательщика",module,Magento_Multishipping
"Edit Shipping Address","Изменить адрес доставки",module,Magento_Multishipping
"Create Billing Address","Создать адрес плательщика",module,Magento_Multishipping
"Create Shipping Address","Создать адрес доставки",module,Magento_Multishipping
"Data saving problem","Проблема сохранения данных",module,Magento_Multishipping
"Please agree to all Terms and Conditions before placing the order.","Перед оформлением заказа Вы должны принять все Условия и Соглашения.",module,Magento_Multishipping
"Order place error","Ошибка создания заказа",module,Magento_Multishipping
"Please check shipping address information.","Пожалуйста, проверьте адрес доставки.",module,Magento_Multishipping
"Please check billing address information.","Пожалуйста, проверьте адрес плательщика.",module,Magento_Multishipping
"Please select shipping methods for all addresses.","Пожалуйста, веберите методы оплаты для всех адресов.",module,Magento_Multishipping
"A payment method is not defined.","Метод оплаты не определён.",module,Magento_Multishipping
"The requested payment method is not available for multishipping.","Запрошенный метод оплаты недоступен для доставки на несколько адресов.",module,Magento_Multishipping
"Item not found or already ordered","Товар не найден или уже заказан",module,Magento_Multishipping
"Please specify a payment method.","Пожалуйста, укажите метод оплаты.",module,Magento_Multishipping
"Please check shipping addresses information.","Пожалуйста, проверьте адреса доставки.",module,Magento_Multishipping
"Please specify shipping methods for all addresses.","Пожалуйста, укажите метод доставки для всех адресов.",module,Magento_Multishipping
"Select Addresses","Выберите адреса",module,Magento_Multishipping
"Shipping Information","Информация о доставке",module,Magento_Multishipping
"Billing Information","Информация о плательщике",module,Magento_Multishipping
"Place Order","Оформить заказ",module,Magento_Multishipping
"Order Success","Заказ успешно оформлен",module,Magento_Multishipping
"Default Billing","Метод оплаты по умолчанию",module,Magento_Multishipping
"Default Shipping","Метод доставки по умолчанию",module,Magento_Multishipping
"Select Address","Выберите адрес",module,Magento_Multishipping
"Add New Address","Добавить новый адрес",module,Magento_Multishipping
"Back to Billing Information","Вернуться к информации о плательщике",module,Magento_Multishipping
"Please select a shipping address for applicable items.","Пожалуйста, выберите адрес доставки (получателя) для каждой позиции.",module,Magento_Multishipping
Product,Товар,module,Magento_Multishipping
Qty,Кол-во,module,Magento_Multishipping
"Send To",Получатель,module,Magento_Multishipping
Actions,Действия,module,Magento_Multishipping
"Remove Item","Удалить позицию",module,Magento_Multishipping
"Remove item","Удалить позицию",module,Magento_Multishipping
"Go to Shipping Information","Перейти к информации о доставке",module,Magento_Multishipping
"Update Qty &amp; Addresses","Обновить количество и адреса",module,Magento_Multishipping
"Enter a New Address","Введите новый адрес",module,Magento_Multishipping
"Back to Shopping Cart","Вернуться в корзину покупок",module,Magento_Multishipping
"Billing Address","Адрес плательщика",module,Magento_Multishipping
Change,Изменить,module,Magento_Multishipping
"Payment Method","Метод оплаты",module,Magento_Multishipping
"Go to Review Your Order","Перейти к обзору вашего заказа",module,Magento_Multishipping
"Back to Shipping Information","Вернуться к информации о доставке",module,Magento_Multishipping
"Other items in your order","Другие товары в вашем заказе",module,Magento_Multishipping
"Edit Items","Изменить товары",module,Magento_Multishipping
"Product Name","Название товара",module,Magento_Multishipping
"Check Out with Multiple Addresses","Оформить заказ на несколько адресов",module,Magento_Multishipping
"Address %1 <span>of %2</span>","Адрес %1 <span>из %2</span>",module,Magento_Multishipping
"Shipping To",Получатель,module,Magento_Multishipping
"Shipping Method","Метод доставки",module,Magento_Multishipping
"Incl. Tax","Включая налог",module,Magento_Multishipping
"Excl. Tax","Без налога",module,Magento_Multishipping
"Order Review","Подтверждение заказа",module,Magento_Multishipping
Item,Позиция,module,Magento_Multishipping
Edit,Редактировать,module,Magento_Multishipping
Price,Цена,module,Magento_Multishipping
Subtotal,Итого,module,Magento_Multishipping
Items,Позиции,module,Magento_Multishipping
"Grand Total:","Итоговая сумма:",module,Magento_Multishipping
"Submitting order information...","Отправка информации о заказе...",module,Magento_Multishipping
"Sorry, no quotes are available for this order right now.","Извините, в данный момент отсутствуют варианты выбора для этого заказа.",module,Magento_Multishipping
"Continue to Billing Information","Перейти к информации о плательщике",module,Magento_Multishipping
"Back to Select Addresses","Вернуться к выбору адресов",module,Magento_Multishipping
"Thank you for your purchase!","Спасибо за покупку!",module,Magento_Multishipping
"Your order numbers are: ","Номера ваших заказов: ",module,Magento_Multishipping
"Your order number is: ","Номер вашего заказа: ",module,Magento_Multishipping
"Continue Shopping","Вернуться к выбору товаров",module,Magento_Multishipping
"Delete Selected Problems","Удалить выбранные проблемы",module,Magento_Newsletter
"Unsubscribe Selected","Отменить подписку для выбранных",module,Magento_Newsletter
Back,Вернуться,module,Magento_Newsletter
Reset,Сбросить,module,Magento_Newsletter
"Preview Template","Предварительный просмотр",module,Magento_Newsletter
"Save Newsletter","Сохранить письмо",module,Magento_Newsletter
"Save and Resume","Сохранить и возобновить",module,Magento_Newsletter
"View Newsletter","Просмотр письма",module,Magento_Newsletter
"Edit Newsletter","Изменить письмо",module,Magento_Newsletter
"Queue Information","Информация очереди",module,Magento_Newsletter
"Queue Date Start","Дата запуска очереди",module,Magento_Newsletter
"Subscribers From","Форма подписки",module,Magento_Newsletter
Subject,Тема,module,Magento_Newsletter
"Sender Name","Имя отправителя",module,Magento_Newsletter
"Sender Email","Адрес отправителя (email)",module,Magento_Newsletter
Message,Сообщение,module,Magento_Newsletter
"Newsletter Styles","Стили рассылки",module,Magento_Newsletter
Start,Пуск,module,Magento_Newsletter
Pause,Приостановить,module,Magento_Newsletter
"Do you really want to cancel the queue?","Вы действительно хотите отменить очередь?",module,Magento_Newsletter
Cancel,Отменить,module,Magento_Newsletter
Resume,Возобновить,module,Magento_Newsletter
Preview,"Предварительный просмотр",module,Magento_Newsletter
"Add New Template","Добавить новый шаблон",module,Magento_Newsletter
"Newsletter Templates","Шаблоны рассылок",module,Magento_Newsletter
"Convert to Plain Text","Преобразовать в текст",module,Magento_Newsletter
"Return HTML Version","Возвратить HTML версию",module,Magento_Newsletter
"Delete Template","Удалить шаблон",module,Magento_Newsletter
"Save As","Сохранить как",module,Magento_Newsletter
"Save Template","Сохранить шаблон",module,Magento_Newsletter
"Edit Newsletter Template","Изменить шаблон письма",module,Magento_Newsletter
"New Newsletter Template","Новый шаблон письма",module,Magento_Newsletter
"Template Information","Информация о шаблоне",module,Magento_Newsletter
"Template Name","Название шаблона",module,Magento_Newsletter
"Template Subject","Тема шаблона",module,Magento_Newsletter
"Template Content","Содержимое шаблона",module,Magento_Newsletter
"Template Styles","Стили шаблона",module,Magento_Newsletter
"No Templates Found","Шаблоны не найдены",module,Magento_Newsletter
ID,ИД,module,Magento_Newsletter
Template,Шаблон,module,Magento_Newsletter
Added,Добавлено,module,Magento_Newsletter
Updated,Обновлено,module,Magento_Newsletter
Sender,Отправитель,module,Magento_Newsletter
"Template Type","Тип шаблона",module,Magento_Newsletter
Action,Действие,module,Magento_Newsletter
"We unsubscribed the people you identified.","Мы отписали людей, которых вы указали.",module,Magento_Newsletter
"The problems you identified have been deleted.","Проблемы, которые вы указали, удалены.",module,Magento_Newsletter
"Newsletter Problems Report","Отчёт: проблемы с рассылкой",module,Magento_Newsletter
"Newsletter Problem Reports","Отчёты проблем с письмами",module,Magento_Newsletter
"Newsletter Queue","Очередь рассылки",module,Magento_Newsletter
"Edit Queue","Редактировать очередь",module,Magento_Newsletter
"Please correct the newsletter template and try again.","Пожалуйста, исправьте шаблон рассылки и попробуйте снова.",module,Magento_Newsletter
"You saved the newsletter queue.","Вы сохранили очередь рассылки.",module,Magento_Newsletter
"Newsletter Subscribers","Подписчики рассылки",module,Magento_Newsletter
Newsletter,Рассылки,module,Magento_Newsletter
Subscribers,Подписчики,module,Magento_Newsletter
"Please select one or more subscribers.","Пожалуйста, выберите одного или нескольких подписчиков.",module,Magento_Newsletter
"Total of %1 record(s) were deleted.","Записей удалено: %1.",module,Magento_Newsletter
"A total of %1 record(s) were updated.","Обновлено записей: %1.",module,Magento_Newsletter
"The newsletter template has been deleted.","Шаблон рассылки удалён.",module,Magento_Newsletter
"We can\'t delete this template right now.","Мы не можем удалить этот шаблон в данный момент.",module,Magento_Newsletter
"Edit Template","Изменить шаблон",module,Magento_Newsletter
"New Template","Новый шаблон",module,Magento_Newsletter
"Create Newsletter Template","Создать шаблон письма",module,Magento_Newsletter
"The newsletter template has been saved.","Шаблон рассылки сохранён.",module,Magento_Newsletter
"Something went wrong while saving this template.","Что-то пошло не так во время сохранения этого шаблона.",module,Magento_Newsletter
"Newsletter Subscription","Подписка на новости",module,Magento_Newsletter
"Something went wrong while saving your subscription.","Что-то пошло не так во время сохранения вашей подписки.",module,Magento_Newsletter
"We saved the subscription.","Мы сохранили подписку.",module,Magento_Newsletter
"We removed the subscription.","Мы удалили подписку.",module,Magento_Newsletter
"Your subscription has been confirmed.","Ваша подписка подтверждена.",module,Magento_Newsletter
"This is an invalid subscription confirmation code.","Это неправильный код подтверждения подписки.",module,Magento_Newsletter
"This is an invalid subscription ID.","Это неправильный ИД подписки.",module,Magento_Newsletter
"This email address is already assigned to another user.","Этот адрес электронной почты уже используется другим пользователем.",module,Magento_Newsletter
"Sorry, but the administrator denied subscription for guests. Please <a href=""%1"">register</a>.","Извините, но администратор запретил подписку для гостей. Пожалуйста, <a href=""%1"">зарегистрируйтесь</a>.",module,Magento_Newsletter
"Please enter a valid email address.","Введите правильный адрес электронной почты.",module,Magento_Newsletter
"The confirmation request has been sent.","Запрос подтверждения отправлен.",module,Magento_Newsletter
"Thank you for your subscription.","Спасибо за то что подписались на нашу рассылку.",module,Magento_Newsletter
"There was a problem with the subscription: %1","Проблема с подпиской: %1",module,Magento_Newsletter
"Something went wrong with the subscription.","Что-то пошло не так с подпиской.",module,Magento_Newsletter
"You unsubscribed.","Вы отписались.",module,Magento_Newsletter
"Something went wrong while unsubscribing you.","Что-то пошло не так во время отмены вашей подписки.",module,Magento_Newsletter
Sent,Отправлено,module,Magento_Newsletter
Cancelled,Отменено,module,Magento_Newsletter
"Not Sent","Не отправлено",module,Magento_Newsletter
Sending,Отправляется,module,Magento_Newsletter
Paused,Приостановлено,module,Magento_Newsletter
"There are no subscribers selected.","Нет выбранных подписчиков.",module,Magento_Newsletter
"You selected an invalid queue.","Вы выбрали недействительную очередь.",module,Magento_Newsletter
"Duplicate template code","Дублировать код шаблона",module,Magento_Newsletter
"Follow this link to unsubscribe <!-- This tag is for unsubscribe link  --><a href=""{{var subscriber.getUnsubscriptionLink()}}"">{{var subscriber.getUnsubscriptionLink()}}</a>","Перейдите по ссылке, чтобы отписаться <!-- This tag is for unsubscribe link  --><a href=""{{var subscriber.getUnsubscriptionLink()}}"">{{var subscriber.getUnsubscriptionLink()}}</a>",module,Magento_Newsletter
"Choose Store View:","Выберите представление магазина:",module,Magento_Newsletter
"Newsletter Message Preview","Предпросмотр новостного письма",module,Magento_Newsletter
"Add to Queue","Добавить в очередь",module,Magento_Newsletter
"Are you sure that you want to strip all tags?","Вы действительно хотите убрать все тэги?",module,Magento_Newsletter
"Please enter a new template name.","Пожалуйста, введите название нового шаблона.",module,Magento_Newsletter
" Copy"," Копировать",module,Magento_Newsletter
"Are you sure you want to delete this template?","Вы действительно хотите удалить этот шаблон?",module,Magento_Newsletter
"Sign Up for Our Newsletter:","Подписаться на нашу рассылку:",module,Magento_Newsletter
"Enter your email address","Введите адрес электронной почты (email)",module,Magento_Newsletter
Subscribe,Подписаться,module,Magento_Newsletter
"Make Check payable to:","Чек выдан:",module,Magento_OfflinePayments
"Send Check to:","Отправить чек к:",module,Magento_OfflinePayments
"Purchase Order Number","Номер заявки",module,Magento_OfflinePayments
"Make Check payable to: %1","Чек выдан: %1",module,Magento_OfflinePayments
"Purchase Order Number: %1","Номер заказа: %1",module,Magento_OfflinePayments
"Make Check payable to","Чек выдан",module,Magento_OfflinePayments
"Send Check to","Отправить чек к",module,Magento_OfflinePayments
Country,Страна,module,Magento_OfflineShipping
Region/State,Область,module,Magento_OfflineShipping
"Zip/Postal Code","Почтовый индекс",module,Magento_OfflineShipping
"Shipping Price","Цена доставки",module,Magento_OfflineShipping
"Export CSV","Экспорт CSV",module,Magento_OfflineShipping
"Store Pickup",Самовывоз,module,Magento_OfflineShipping
"Weight vs. Destination","Вес vs Место назначения",module,Magento_OfflineShipping
"Price vs. Destination","Цена vs Пункт назначения",module,Magento_OfflineShipping
"# of Items vs. Destination","# товаров для назначения",module,Magento_OfflineShipping
"Weight (and above)","Вес (и выше)",module,Magento_OfflineShipping
"Order Subtotal (and above)","Предварительный итог заказа",module,Magento_OfflineShipping
"# of Items (and above)","# товаров (и более)",module,Magento_OfflineShipping
"Please correct Table Rate code type: %1.","Пожалуйста, исправьте тип кода таблицы тарифов: %1.",module,Magento_OfflineShipping
"Please correct Table Rate code for type %1: %2.","Пожалуйста, исправьте код таблицы тарифов для типа %1: %2.",module,Magento_OfflineShipping
None,Отсутствует,module,Magento_OfflineShipping
"Per Order","За заказ",module,Magento_OfflineShipping
"Per Item","За единицу",module,Magento_OfflineShipping
"Please correct Table Rates File Format.","Пожалуйста, исправьте формат файла таблицы тарифов.",module,Magento_OfflineShipping
"Something went wrong while importing table rates.","Что-то пошло не так во время импорта таблицы тарифов.",module,Magento_OfflineShipping
"We couldn\'t import this file because of these errors: %1","Мы не смогли импортировать файл из-за этих ошибок: %1",module,Magento_OfflineShipping
"Please correct Table Rates format in the Row #%1.","Пожалуйста, исправьте формат таблицы тарифов в строке #%1.",module,Magento_OfflineShipping
"Please correct Country ""%1"" in the Row #%2.","Пожалуйста, исправьте страну ""%1"" в строке #%2.",module,Magento_OfflineShipping
"Please correct Region/State ""%1"" in the Row #%2.","Пожалуйста, исправьте область ""%1"" в строке #%2.",module,Magento_OfflineShipping
"Please correct %1 ""%2"" in the Row #%3.","Пожалуйста, исправьте %1 ""%2"" в строке #%3.",module,Magento_OfflineShipping
"Please correct Shipping Price ""%1"" in the Row #%2.","Пожалуйста, исправьте стоимость доставки ""%1"" в строке #%2.",module,Magento_OfflineShipping
"Duplicate Row #%1 (Country ""%2"", Region/State ""%3"", Zip ""%4"" and Value ""%5"")","Повторяющаяся строка #%1 (Страна ""%2"", Область ""%3"", Почтовый индекс ""%4"" и значение ""%5"")",module,Magento_OfflineShipping
"Free Shipping","Бесплатная доставка",module,Magento_OfflineShipping
No,Нет,module,Magento_OfflineShipping
"For matching items only","Только для соответствующих товаров",module,Magento_OfflineShipping
"For shipment with matching items","Для доставки с соответствующими товарами",module,Magento_OfflineShipping
"Export VCL for Varnish ","Экспортировать VCL для Varnish ",module,Magento_PageCache
"Ttl value ""%1"" is not valid. Please use only numbers equal or greater than zero.","Значение ""%1"" в поле Время кэширования данных (TTL) неверное. Пожалуйста, используйте только числа больше нуля или 0.",module,Magento_PageCache
"Built-in Application (Not Recommended for Production Use)","Встроенное приложение (Не рекомендуется использовать на реальном сайте)",module,Magento_PageCache
"Varnish Caching","Varnish кэш",module,Magento_PageCache
"We cannot retrieve the payment method model object.","Мы не можем получить объект модели метода оплаты.",module,Magento_Payment
Month,Месяц,module,Magento_Payment
Year,Год,module,Magento_Payment
"We cannot retrieve the payment info model object.","Мы не можем получить объект модели информации о платеже.",module,Magento_Payment
N/A,Н/Д,module,Magento_Payment
"Credit Card Type","Тип кредитной карты",module,Magento_Payment
"Credit Card Number","Номер кредитной карты",module,Magento_Payment
"Switch/Solo/Maestro Issue Number","Switch/Solo/Maestro номер проблемы",module,Magento_Payment
"Switch/Solo/Maestro Start Date","Switch/Solo/Maestro дата начала",module,Magento_Payment
"We cannot retrieve the transparent payment method model object.","Мы не можем получить прозрачный объект модели метода оплаты.",module,Magento_Payment
"Command %1 does not exist.","Команда %1 не существует.",module,Magento_Payment
"Wrong gateway response format.","Неправильный формат ответа шлюза.",module,Magento_Payment
"Validator for field %1 does not exist.","Валидатор для поля %1 не существует.",module,Magento_Payment
Discount,Скидка,module,Magento_Payment
Shipping,Доставка,module,Magento_Payment
"All Allowed Countries","Все разрешённые страны",module,Magento_Payment
"Specific Countries","Определённые страны",module,Magento_Payment
"The payment method you requested is not available.","Запрошенный вами метод оплаты недоступен.",module,Magento_Payment
"We cannot retrieve the payment method code.","Мы не можем получить код метода оплаты.",module,Magento_Payment
"We cannot retrieve the payment information object instance.","Мы не можем получить экземпляр объекта информации о платеже.",module,Magento_Payment
"You can\'t use the payment type you selected to make payments to the billing country.","Вы не можете использовать выбранный тип платежа для оплаты в страну, указанную в адресе плательщика.",module,Magento_Payment
"Invalid Credit Card Number","Неправльный номер кредитной карты",module,Magento_Payment
"This credit card type is not allowed for this payment method.","Этот тип кредитной карты не разрешён для данного метода оплаты.",module,Magento_Payment
"Please enter a valid credit card verification number.","Пожалуйста, введите правильный проверочный номер кредитной карты.",module,Magento_Payment
Yes,Да,module,Magento_Payment
No,Нет,module,Magento_Payment
"Expiration Date","Дата окончания срока действия",module,Magento_Payment
"Card Verification Number","Проверочный код карты",module,Magento_Payment
"Switch/Solo/Maestro Only","Только Switch/Solo/Maestro",module,Magento_Payment
"Issue Number","Номер проблемы",module,Magento_Payment
"Start Date","Дата начала",module,Magento_Payment
"Please Select",Выберите,module,Magento_Payment
"--Please Select--",--Выберите--,module,Magento_Payment
"Card Verification Number Visual Reference","Визуальный пример проверочного кода карты",module,Magento_Payment
"What is this?","Что это?",module,Magento_Payment
"Credit Card Information","Кредитная карта. Информация",module,Magento_Payment
"Billing Agreements","Платёжные соглашения",module,Magento_Paypal
ID,ИД,module,Magento_Paypal
Email,"Электронная почта (email)",module,Magento_Paypal
"First Name",Имя,module,Magento_Paypal
"Last Name",Фамилия,module,Magento_Paypal
Status,Статус,module,Magento_Paypal
Created,Создано,module,Magento_Paypal
N/A,Н/Д,module,Magento_Paypal
Updated,Обновлено,module,Magento_Paypal
Back,Вернуться,module,Magento_Paypal
"Are you sure you want to do this?","Вы действительно хотите это сделать?",module,Magento_Paypal
Cancel,Отменить,module,Magento_Paypal
"Billing Agreement #%1","Платёжное соглашение #%1",module,Magento_Paypal
"General Information","Общая информация",module,Magento_Paypal
"Related Orders","Связанные заказы",module,Magento_Paypal
Order,Заказ,module,Magento_Paypal
Purchased,Приобретено,module,Magento_Paypal
"Bill-to Name","Счёт на имя",module,Magento_Paypal
"Ship-to Name","Доставка на имя",module,Magento_Paypal
"Order Total","Сумма заказа",module,Magento_Paypal
"Purchase Point","Точка покупки",module,Magento_Paypal
"Billing Agreement View","Обзор платёжного соглашения",module,Magento_Paypal
"View Transaction Details","Подробности транзакции",module,Magento_Paypal
"Transaction Information","Информация о транзакции",module,Magento_Paypal
"PayPal Fee Information","Информация о PayPal комиссии",module,Magento_Paypal
button_label,button_label,module,Magento_Paypal
sandbox_button_label,sandbox_button_label,module,Magento_Paypal
Help,Помощь,module,Magento_Paypal
Configure,Настроить,module,Magento_Paypal
Close,Закрыть,module,Magento_Paypal
"Learn More","Узнать больше",module,Magento_Paypal
"You will be redirected to the PayPal website.","Вы будете перенаправлены на сайт PayPal.",module,Magento_Paypal
"You will be redirected to the PayPal website when you place an order.","Вы будете перенаправлены на сайт PayPal после оформления заказа.",module,Magento_Paypal
"Incl. Tax","Включая налог",module,Magento_Paypal
"Billing Information","Информация о плательщике",module,Magento_Paypal
"Shipping Information","Информация о доставке",module,Magento_Paypal
"Invalid block type","Неверный тип блока",module,Magento_Paypal
"Please specify the correct billing agreement ID and try again.","Пожалуйста, укажите правильный ИД платёжного соглашения и попробуйте снова.",module,Magento_Paypal
"You canceled the billing agreement.","Вы отменили платёжное соглашение.",module,Magento_Paypal
"We can\'t cancel the billing agreement.","Мы не можем отменить платёжное соглашение.",module,Magento_Paypal
"You deleted the billing agreement.","Вы удалили платёжное соглашение.",module,Magento_Paypal
"We can\'t delete the billing agreement.","Мы не можем удалить платёжное соглашение.",module,Magento_Paypal
Reports,Отчёты,module,Magento_Paypal
Sales,Продажи,module,Magento_Paypal
"View Transaction","Просмотреть транзакцию",module,Magento_Paypal
"The billing agreement ""%1"" has been canceled.","Платёжное соглашение ""%1"" отменено.",module,Magento_Paypal
"The billing agreement ""%1"" has been created.","Платёжное соглашение ""%1"" создано.",module,Magento_Paypal
"We couldn\'t finish the billing agreement wizard.","Не удалось завершить помощник платёжного соглашения.",module,Magento_Paypal
"We can\'t start the billing agreement wizard.","Мы не можем запустить помощник платёжного соглашения.",module,Magento_Paypal
"Billing Agreement # %1","Платёжное соглашение # %1",module,Magento_Paypal
"PayPal Express Checkout Token does not exist.","PayPal Express Checkout токен не существует.",module,Magento_Paypal
"A wrong PayPal Express Checkout Token is specified.","Указан неправильный PayPal Express Checkout токен.",module,Magento_Paypal
"Please agree to all the terms and conditions before placing the order.","Перед оформлением заказа Вы должны принять все Условия и Соглашения.",module,Magento_Paypal
"We can\'t place the order.","Мы не можем создать заказ.",module,Magento_Paypal
"We can\'t update shipping method.","Мы не можем обновить метод доставки.",module,Magento_Paypal
"Your payment has been declined. Please try again.","Ваш платёж был отклонён. Пожалуйста, попробуйте снова.",module,Magento_Paypal
"We can\'t contact the PayPal gateway.","Мы не можем связаться с PayPal шлюзом.",module,Magento_Paypal
"PayPal response hasn't required fields.","В ответе PayPal нет обязательных полей.",module,Magento_Paypal
"Something went wrong while processing your order.","Что-то пошло не так во время обработки вашего заказа.",module,Magento_Paypal
"PayPal gateway has rejected request. %1","Шлюз PayPal отклонил запрос. %1",module,Magento_Paypal
"The PayPal gateway rejected the request. %1","Шлюз PayPal отклонил запрос. %1",module,Magento_Paypal
